5KB.txt,10KB.txt,100KB.txt,200KB.txt,500KB.txt,1MB.txt,10MB.txt
0.1304798126220703,0.09897732734680176,0.10542011260986328,0.10598397254943848,0.11268305778503418,0.11091041564941406,0.8059110641479492
0.10083127021789551,0.09751248359680176,0.09462881088256836,0.1032407283782959,0.10198616981506348,0.11565971374511719,0.8019185066223145
0.09379243850708008,0.09423255920410156,0.10304403305053711,0.12415647506713867,0.10514307022094727,0.11040425300598145,0.7920489311218262
0.09355306625366211,0.09207963943481445,0.1006317138671875,0.11161494255065918,0.10115623474121094,0.11008977890014648,0.7979786396026611
0.09340500831604004,0.09186029434204102,0.10699677467346191,0.10245132446289062,0.11421537399291992,0.11427521705627441,0.7968308925628662
0.10193943977355957,0.08974194526672363,0.10011768341064453,0.10672545433044434,0.10739254951477051,0.1124873161315918,0.801145076751709
0.10109615325927734,0.09331512451171875,0.0973057746887207,0.1140284538269043,0.11535167694091797,0.12647557258605957,0.8264985084533691
0.11293339729309082,0.10399436950683594,0.1005544662475586,0.11174654960632324,0.11011052131652832,0.11969637870788574,0.8015258312225342
0.09084439277648926,0.09148716926574707,0.09806275367736816,0.10531210899353027,0.10233163833618164,0.12855052947998047,0.7933938503265381
0.09915947914123535,0.0923924446105957,0.10222601890563965,0.09792947769165039,0.11323189735412598,0.11624550819396973,0.8002524375915527
