5KB.txt,10KB.txt,100KB.txt,200KB.txt,500KB.txt,1MB.txt,10MB.txt
0.01690840721130371,0.011019468307495117,0.011437177658081055,0.012967586517333984,0.012186050415039062,0.011692047119140625,0.06514310836791992
0.010787010192871094,0.011306524276733398,0.010189056396484375,0.010401725769042969,0.011633157730102539,0.013604164123535156,0.06270956993103027
0.009895086288452148,0.010094404220581055,0.010404109954833984,0.010860681533813477,0.011316299438476562,0.012069940567016602,0.06402754783630371
0.0108642578125,0.009822607040405273,0.011243343353271484,0.011023283004760742,0.011610269546508789,0.01290583610534668,0.06207275390625
0.011086702346801758,0.01200556755065918,0.01086115837097168,0.011863946914672852,0.012507915496826172,0.011894464492797852,0.06438469886779785
0.010858297348022461,0.01160430908203125,0.011388063430786133,0.011706352233886719,0.010875701904296875,0.01245737075805664,0.06069517135620117
0.010921478271484375,0.010908842086791992,0.010136127471923828,0.010959148406982422,0.013926029205322266,0.013320446014404297,0.06218218803405762
0.011402368545532227,0.01051187515258789,0.010160446166992188,0.010206937789916992,0.011956214904785156,0.012522697448730469,0.07067513465881348
0.013847112655639648,0.011343002319335938,0.011626243591308594,0.011264324188232422,0.010773420333862305,0.01145625114440918,0.06486368179321289
0.011888504028320312,0.010240316390991211,0.010323047637939453,0.011961221694946289,0.010221004486083984,0.011461019515991211,0.06150960922241211
