5KB.txt,10KB.txt,100KB.txt,200KB.txt,500KB.txt,1MB.txt,10MB.txt
0.12533855438232422,0.09115290641784668,0.10164403915405273,0.09888815879821777,0.11338496208190918,0.12950706481933594,0.8107523918151855
0.10331201553344727,0.09440207481384277,0.09280014038085938,0.12014412879943848,0.10953164100646973,0.1215062141418457,0.7945256233215332
0.10616397857666016,0.0964968204498291,0.10846114158630371,0.1331322193145752,0.12011504173278809,0.11457967758178711,0.8036153316497803
0.0945436954498291,0.0938882827758789,0.09486031532287598,0.09907150268554688,0.10503387451171875,0.1303865909576416,0.7959640026092529
0.10622000694274902,0.10106945037841797,0.11032938957214355,0.10013532638549805,0.1064450740814209,0.11640477180480957,0.8439218997955322
0.1224212646484375,0.0999753475189209,0.09932112693786621,0.09530210494995117,0.11352324485778809,0.12888264656066895,0.8037407398223877
0.08884215354919434,0.09874844551086426,0.10793709754943848,0.09514212608337402,0.10821819305419922,0.13111090660095215,0.8385579586029053
0.09690618515014648,0.11590766906738281,0.10122442245483398,0.10733389854431152,0.11194324493408203,0.11661458015441895,0.7910940647125244
0.09631633758544922,0.09328842163085938,0.09889483451843262,0.10453510284423828,0.10446000099182129,0.11763334274291992,0.8167147636413574
0.09191203117370605,0.09224510192871094,0.1051180362701416,0.11856842041015625,0.10352468490600586,0.12060713768005371,0.7922368049621582
