5KB.txt,10KB.txt,100KB.txt,200KB.txt,500KB.txt,1MB.txt,10MB.txt
0.01890254020690918,0.022607088088989258,0.10279989242553711,0.15599632263183594,0.453554630279541,0.8547942638397217,35.297149419784546
0.019227981567382812,0.023085594177246094,0.10254430770874023,0.20382332801818848,0.4529597759246826,0.8900566101074219,35.274574756622314
0.018356800079345703,0.023041725158691406,0.10320520401000977,0.1559453010559082,0.45314884185791016,0.8735847473144531,35.27894043922424
0.017849445343017578,0.022422075271606445,0.10273241996765137,0.20395541191101074,0.44924473762512207,0.8938722610473633,35.2783727645874
0.01775503158569336,0.02299332618713379,0.10267853736877441,0.1562669277191162,0.44901466369628906,0.8736081123352051,35.27833151817322
0.018221616744995117,0.022928476333618164,0.10244345664978027,0.2039015293121338,0.4534142017364502,0.8937540054321289,35.27926802635193
0.018095731735229492,0.023264646530151367,0.10274028778076172,0.15612053871154785,0.45309877395629883,0.8736166954040527,35.27823519706726
0.018575668334960938,0.02353978157043457,0.1022334098815918,0.20371246337890625,0.4528012275695801,0.8939447402954102,35.27852487564087
0.01860213279724121,0.023909330368041992,0.10265707969665527,0.15578198432922363,0.45285987854003906,0.873422384262085,35.27881717681885
0.018078327178955078,0.023554086685180664,0.1023871898651123,0.20385193824768066,0.4535079002380371,0.8939409255981445,35.27868700027466
