5KB.txt,10KB.txt,100KB.txt,200KB.txt,500KB.txt,1MB.txt,10MB.txt
0.13706421852111816,0.09211444854736328,0.09607887268066406,0.1029806137084961,0.10608243942260742,0.11777520179748535,0.8003063201904297
0.09293317794799805,0.09796285629272461,0.10103702545166016,0.1276695728302002,0.09805774688720703,0.11273312568664551,0.9107224941253662
0.09675359725952148,0.09262537956237793,0.1092991828918457,0.13105559349060059,0.09656715393066406,0.13162899017333984,0.8115499019622803
0.11383318901062012,0.09576606750488281,0.10241580009460449,0.10184931755065918,0.10790634155273438,0.12664794921875,0.8065028190612793
0.11177587509155273,0.10314297676086426,0.09792351722717285,0.10755109786987305,0.1064610481262207,0.11119461059570312,0.8503074645996094
0.09994769096374512,0.09554529190063477,0.09561276435852051,0.10057663917541504,0.10783171653747559,0.11431145668029785,0.8244690895080566
0.10021829605102539,0.10325050354003906,0.09323668479919434,0.10457611083984375,0.10420441627502441,0.1161336898803711,0.8110730648040771
0.09197330474853516,0.0921471118927002,0.09723091125488281,0.12206864356994629,0.1066884994506836,0.11401224136352539,0.8079640865325928
0.09434247016906738,0.10268211364746094,0.09685468673706055,0.10139942169189453,0.10349512100219727,0.11539721488952637,0.821570634841919
0.10140395164489746,0.09202814102172852,0.10059142112731934,0.09605693817138672,0.10883212089538574,0.12001562118530273,0.8480556011199951
