5KB.txt,10KB.txt,100KB.txt,200KB.txt,500KB.txt,1MB.txt,10MB.txt
0.1360795497894287,0.08902192115783691,0.1021420955657959,0.09751629829406738,0.10821747779846191,0.12844371795654297,0.8135802745819092
0.08998632431030273,0.08970332145690918,0.09848475456237793,0.09867143630981445,0.10606575012207031,0.11225223541259766,0.8353054523468018
0.0959317684173584,0.09274148941040039,0.10670113563537598,0.1228177547454834,0.1072235107421875,0.10915064811706543,0.8497195243835449
0.10723400115966797,0.10045385360717773,0.10878467559814453,0.10582613945007324,0.11736798286437988,0.11443781852722168,0.840688943862915
0.09587764739990234,0.09539008140563965,0.10096240043640137,0.09685873985290527,0.10692048072814941,0.10948657989501953,0.8197250366210938
0.09922480583190918,0.09035754203796387,0.09909987449645996,0.10164093971252441,0.10823845863342285,0.11440634727478027,0.8765804767608643
0.10811328887939453,0.09681415557861328,0.09629654884338379,0.10564112663269043,0.11469507217407227,0.12236142158508301,0.8169841766357422
0.1068577766418457,0.09917998313903809,0.09568119049072266,0.09714341163635254,0.10081958770751953,0.11120247840881348,0.8153178691864014
0.09883689880371094,0.09278154373168945,0.09881353378295898,0.0975804328918457,0.1085960865020752,0.12066864967346191,0.8313837051391602
0.09903883934020996,0.08881640434265137,0.09717226028442383,0.10951995849609375,0.11468958854675293,0.11682891845703125,0.8299596309661865
