5KB.txt,10KB.txt,100KB.txt,200KB.txt,500KB.txt,1MB.txt,10MB.txt
0.016335725784301758,0.009959936141967773,0.011868715286254883,0.010640859603881836,0.012044429779052734,0.011431217193603516,0.06831741333007812
0.011551141738891602,0.00985860824584961,0.01046299934387207,0.011527061462402344,0.012033939361572266,0.013268709182739258,0.07011127471923828
0.011003732681274414,0.010910272598266602,0.011338233947753906,0.010553359985351562,0.011423110961914062,0.012227773666381836,0.07186770439147949
0.012492895126342773,0.010061502456665039,0.01040339469909668,0.011286020278930664,0.012555599212646484,0.014600038528442383,0.07162141799926758
0.010829687118530273,0.010483980178833008,0.011236429214477539,0.011090278625488281,0.010982751846313477,0.014046907424926758,0.07032918930053711
0.011956214904785156,0.010834455490112305,0.010309457778930664,0.009468317031860352,0.010796546936035156,0.011773824691772461,0.0669558048248291
0.010422945022583008,0.011621713638305664,0.010277271270751953,0.009908914566040039,0.011230945587158203,0.012246131896972656,0.070892333984375
0.011986970901489258,0.01114344596862793,0.010597705841064453,0.011619329452514648,0.01150965690612793,0.012278556823730469,0.06809854507446289
0.010501623153686523,0.009871959686279297,0.010589361190795898,0.010873556137084961,0.011209726333618164,0.012000799179077148,0.06989264488220215
0.010709524154663086,0.010797977447509766,0.010618448257446289,0.01180577278137207,0.012807130813598633,0.012045145034790039,0.060266733169555664
