Throughput (Mbps) for 3 connections
1.51942584066584
1.6694793802994616
1.4141465941269462
1.6750447110472753
1.4257515267548257
1.50678606320319
1.5516856247893593
1.6821611597327666
1.4397304185196187
1.5328173271087089
1.8374727687456882
1.4466781327891494
1.4357096273800858
1.8450742639153561
1.4454115816150357
