Throughput (Mbps) for 2 connections
0.1982594586961332
0.19006309850497932
0.1979661958045607
0.19943268509015652
0.18981318762553875
0.1911474780478886
0.19835719979422758
0.19041722581688386
0.2043085620905418
0.17719521176266176
