Throughput (Mbps) for 3 connections
3.5349389142102
3.0344088160767155
3.1516742243631786
3.9400977578814445
3.16074449957093
2.965776892021797
3.531693791334042
3.144541328716076
3.0354239198891433
2.9604023709735023
3.9411584653241483
3.161612335575473
3.0328531663866505
3.5344407083452976
3.1499883592558935
