Throughput (Mbps) for 2 connections
0.535260027677344
0.4509145018036751
0.47994355522229193
0.4508951121604956
0.5157908772073511
0.4508485111266943
0.4508655461649658
0.5158383422742727
0.45086574002771695
0.5158366928237423
